"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","year","slp","dayindex","temp","max","min","dewp","sndp","NUM_REPORTS"
"27",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.687713310580205,0.00334792686067474,0.315442561205273,0.291509433962264,0.353670162059104,0.357073170731707,0.177272727272727,0.531707317073171
"28",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.501706484641639,0.003476693278393,0.435028248587571,0.388679245283019,0.463298379408961,0.535609756097561,0.0909090909090909,0.390243902439024
"29",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.148464163822525,0.00360545969611125,0.48210922787194,0.424528301886792,0.525262154432793,0.586341463414634,0.0545454545454545,0.336585365853659
"30",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.313993174061434,0.00373422611382951,0.451035781544256,0.358490566037736,0.525262154432793,0.541463414634146,0.0545454545454545,0.331707317073171
"31",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.539249146757678,0.00386299253154777,0.398305084745763,0.339622641509434,0.418493803622498,0.453658536585366,0,0.48780487804878
"32",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6740614334471,0.00399175894926603,0.208097928436911,0.269811320754717,0.205910390848427,0.238048780487805,0,0.395121951219512
"33",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.63481228668942,0.00412052536698429,0.296610169491525,0.30377358490566,0.308865586272641,0.347317073170732,0,0.482926829268293
"34",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.484641638225256,0.00424929178470255,0.445386064030132,0.358490566037736,0.485224022878932,0.521951219512195,0,0.624390243902439
"35",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.503412969283277,0.00437805820242081,0.412429378531073,0.339622641509434,0.476644423260248,0.492682926829268,0,0.536585365853659
"36",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.494880546075086,0.00450682462013907,0.434086629001883,0.386792452830189,0.495710200190658,0.51219512195122,0,0.360975609756098
"37",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.653583617747441,0.00463559103785733,0.391713747645951,0.358490566037736,0.409914204003813,0.473170731707317,0,0.28780487804878
"38",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.523890784982935,0.00476435745557559,0.525423728813559,0.507547169811321,0.549094375595806,0.601951219512195,0,0.380487804878049
"39",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.337883959044368,0.00489312387329385,0.58286252354049,0.524528301886792,0.514775977121068,0.698536585365854,0.0545454545454545,0.395121951219512
"40",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.767918088737203,0.0050218902910121,0.322975517890772,0.320754716981132,0.343183984747378,0.380487804878049,0.0545454545454545,0.546341463414634
"41",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.858361774744028,0.00515065670873036,0.306026365348399,0.286792452830189,0.343183984747378,0.324878048780488,0.0545454545454545,0.473170731707317
"42",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.699658703071673,0.00527942312644862,0.411487758945386,0.388679245283019,0.446139180171592,0.431219512195122,0,0.463414634146341
"43",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.680887372013651,0.00540818954416688,0.464218455743879,0.395283018867924,0.525262154432793,0.526829268292683,0,0.351219512195122
"44",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.00553695596188514,0.471751412429379,0.376415094339623,0.525262154432793,0.577560975609756,0,0.385365853658537
"45",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.537542662116042,0.0056657223796034,0.421845574387947,0.339622641509434,0.495710200190658,0.486829268292683,0,0.370731707317073
"46",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.593856655290103,0.00579448879732166,0.418079096045198,0.337735849056604,0.463298379408961,0.469268292682927,0,0.278048780487805
"47",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.800341296928327,0.00592325521503992,0.275894538606403,0.265094339622642,0.286939942802669,0.251707317073171,0,0.536585365853659
"48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.812286689419795,0.00605202163275818,0.286252354048964,0.286792452830189,0.291706387035272,0.267317073170732,0,0.585365853658537
"49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.546075085324233,0.00618078805047644,0.451035781544256,0.443396226415094,0.476644423260248,0.456585365853658,0,0.395121951219512
"50",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.580204778156997,0.0063095544681947,0.459510357815443,0.388679245283019,0.48045757864633,0.478048780487805,0,0.336585365853659
"51",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.791808873720135,0.00643832088591295,0.300376647834275,0.286792452830189,0.308865586272641,0.224390243902439,0,0.380487804878049
"52",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.643344709897613,0.00656708730363121,0.344632768361582,0.286792452830189,0.377502383222116,0.397073170731707,0,0.282926829268293
"53",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.660409556313995,0.00669585372134947,0.367231638418079,0.291509433962264,0.381315538608198,0.39609756097561,0,0.453658536585366
"54",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.590443686006825,0.00682462013906773,0.441619585687382,0.395283018867924,0.458531935176358,0.517073170731707,0,0.546341463414634
"55",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.283276450511944,0.00695338655678599,0.537664783427495,0.558490566037736,0.497616777883699,0.605853658536585,0,0.565853658536585
"56",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.696245733788396,0.00708215297450425,0.423728813559322,0.405660377358491,0.428979980934223,0.454634146341463,0,0.482926829268293
"57",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.757679180887371,0.00721091939222251,0.4030131826742,0.371698113207547,0.446139180171592,0.397073170731707,0,0.429268292682927
"58",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.709897610921501,0.00733968580994077,0.324858757062147,0.291509433962264,0.32602478551001,0.234146341463415,0,0.409756097560976
"59",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.51023890784983,0.00746845222765903,0.397363465160075,0.422641509433962,0.411820781696854,0.36,0,0.624390243902439
"60",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.36518771331058,0.00759721864537729,0.46045197740113,0.422641509433962,0.514775977121068,0.51219512195122,0,0.507317073170732
"61",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.401023890784984,0.00772598506309554,0.469868173258004,0.473584905660377,0.463298379408961,0.518048780487805,0,0.531707317073171
"62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.459044368600683,0.0078547514808138,0.437853107344633,0.388679245283019,0.48045757864633,0.485853658536585,0,0.639024390243902
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.563139931740615,0.00798351789853206,0.372881355932203,0.30188679245283,0.390848427073403,0.36,0,0.526829268292683
"64",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.617747440273037,0.00811228431625032,0.382297551789077,0.337735849056604,0.411820781696854,0.383414634146341,0,0.478048780487805
"65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.580204778156997,0.00824105073396858,0.434086629001883,0.452830188679245,0.428979980934223,0.418536585365854,0,0.448780487804878
"66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.486348122866895,0.00836981715168684,0.426553672316384,0.376415094339623,0.495710200190658,0.448780487804878,0,0.565853658536585
"67",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.556313993174061,0.0084985835694051,0.424670433145009,0.388679245283019,0.446139180171592,0.419512195121951,0,0.526829268292683
"68",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.517064846416382,0.00862734998712336,0.462335216572505,0.490566037735849,0.446139180171592,0.450731707317073,0,0.634146341463415
"69",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.511945392491468,0.00875611640484162,0.479284369114878,0.471698113207547,0.495710200190658,0.502439024390244,0,0.668292682926829
"70",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.40273037542662,0.00888488282255988,0.490583804143126,0.473584905660377,0.497616777883699,0.559024390243902,0,0.468292682926829
"71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.225255972696245,0.00901364924027814,0.484934086629002,0.490566037735849,0.514775977121068,0.542439024390244,0,0.326829268292683
"72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.407849829351536,0.00914241565799639,0.507532956685499,0.507547169811321,0.497616777883699,0.539512195121951,0,0.385365853658537
"73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.392491467576792,0.00927118207571465,0.531073446327684,0.480188679245283,0.562440419447092,0.615609756097561,0,0.463414634146341
"74",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.418088737201366,0.00939994849343291,0.454802259887006,0.376415094339623,0.514775977121068,0.545365853658537,0.140909090909091,0.517073170731707
"75",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.612627986348123,0.00952871491115117,0.443502824858757,0.371698113207547,0.497616777883699,0.501463414634146,0.140909090909091,0.492682926829268
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.759385665529011,0.00965748132886943,0.447269303201507,0.452830188679245,0.439466158245949,0.465365853658537,0.140909090909091,0.614634146341463
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75085324232082,0.00978624774658769,0.480225988700565,0.456603773584906,0.497616777883699,0.449756097560976,0,0.448780487804878
"78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6740614334471,0.00991501416430595,0.509416195856874,0.490566037735849,0.525262154432793,0.48,0,0.429268292682927
"79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.595563139931741,0.0100437805820242,0.528248587570621,0.528301886792453,0.504289799809342,0.469268292682927,0,0.424390243902439
"80",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.563139931740615,0.0101725469997425,0.532956685499058,0.556603773584906,0.504289799809342,0.541463414634146,0,0.307317073170732
"81",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.530716723549487,0.0103013134174607,0.540489642184557,0.519811320754717,0.544327931363203,0.548292682926829,0,0.385365853658537
"82",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.575085324232082,0.010430079835179,0.44256120527307,0.461320754716981,0.467111534795043,0.404878048780488,0,0.55609756097561
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.643344709897613,0.0105588462528972,0.343691148775895,0.286792452830189,0.394661582459485,0.345365853658537,0,0.463414634146341
"84",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.660409556313995,0.0106876126706155,0.351224105461394,0.337735849056604,0.377502383222116,0.305365853658537,0,0.292682926829268
"85",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.672354948805459,0.0108163790883338,0.433145009416196,0.395283018867924,0.448045757864633,0.410731707317073,0,0.434146341463415
"86",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.616040955631399,0.010945145506052,0.47834274952919,0.490566037735849,0.48045757864633,0.424390243902439,0,0.468292682926829
"87",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.52047781569966,0.0110739119237703,0.51789077212806,0.471698113207547,0.562440419447092,0.547317073170732,0,0.375609756097561
"88",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.486348122866895,0.0112026783414885,0.530131826741996,0.500943396226415,0.562440419447092,0.545365853658537,0,0.6
"89",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.416382252559727,0.0113314447592068,0.546139359698682,0.54622641509434,0.571020019065777,0.573658536585366,0,0.8
"90",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.401023890784984,0.0114602111769251,0.506591337099812,0.480188679245283,0.504289799809342,0.497560975609756,0,0.770731707317073
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.488054607508532,0.0115889775946433,0.550847457627119,0.604716981132075,0.533841754051478,0.491707317073171,0,0.478048780487805
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.549488054607508,0.0117177440123616,0.526365348399247,0.507547169811321,0.566253574833174,0.549268292682927,0,0.478048780487805
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.69453924914676,0.0118465104300798,0.547080979284369,0.524528301886792,0.583412774070543,0.545365853658537,0,0.580487804878049
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.604095563139932,0.0119752768477981,0.598870056497175,0.613207547169811,0.590085795996187,0.546341463414634,0,0.346341463414634
"95",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.411262798634811,0.0121040432655164,0.668549905838041,0.631132075471698,0.648236415633937,0.766829268292683,0,0.458536585365854
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.303754266211604,0.0122328096832346,0.725047080979284,0.800943396226415,0.638703527168732,0.72780487804878,0,0.639024390243902
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.377133105802047,0.0123615761009529,0.736346516007533,0.762264150943396,0.669208770257388,0.644878048780488,0,0.736585365853659
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.385665529010238,0.0124903425186711,0.633709981167608,0.609433962264151,0.652049571020019,0.666341463414634,0,0.4
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.436860068259385,0.0126191089363894,0.591337099811676,0.524528301886792,0.652049571020019,0.67219512195122,0,0.419512195121951
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.331058020477816,0.0127478753541076,0.709981167608286,0.745283018867924,0.696854146806482,0.786341463414634,0,0.360975609756098
"101",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.245733788395904,0.0128766417718259,0.673258003766478,0.677358490566038,0.669208770257388,0.680975609756098,0,0.541463414634146
"102",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.534129692832765,0.0130054081895442,0.595103578154426,0.558490566037736,0.617731172545281,0.602926829268293,0,0.478048780487805
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.513651877133105,0.0131341746072624,0.630885122410546,0.641509433962264,0.638703527168732,0.59219512195122,0,0.770731707317073
"104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.445392491467576,0.0132629410249807,0.603578154425612,0.541509433962264,0.63489037178265,0.591219512195122,0,0.804878048780488
"105",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.508532423208191,0.0133917074426989,0.500941619585687,0.509433962264151,0.514775977121068,0.505365853658537,0,0.385365853658537
"106",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.641638225255972,0.0135204738604172,0.464218455743879,0.443396226415094,0.495710200190658,0.478048780487805,0.0545454545454545,0.321951219512195
"107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.668941979522186,0.0136492402781355,0.522598870056497,0.541509433962264,0.497616777883699,0.47219512195122,0,0.536585365853659
"108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.537542662116042,0.0137780066958537,0.621468926553672,0.670754716981132,0.600571973307912,0.517073170731707,0,0.478048780487805
"109",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.401023890784984,0.013906773113572,0.736346516007533,0.762264150943396,0.720686367969495,0.724878048780488,0,0.590243902439024
"110",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.385665529010238,0.0140355395312902,0.790018832391714,0.762264150943396,0.806482364156339,0.83609756097561,0,0.726829268292683
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.539249146757678,0.0141643059490085,0.738229755178908,0.779245283018868,0.720686367969495,0.778536585365854,0,0.878048780487805
"112",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.387372013651877,0.0142930723667268,0.768361581920904,0.764150943396226,0.686367969494757,0.775609756097561,0,0.429268292682927
"113",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.561433447098977,0.014421838784445,0.603578154425612,0.604716981132075,0.630123927550048,0.536585365853659,0,0.478048780487805
"114",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.639931740614335,0.0145506052021633,0.63653483992467,0.604716981132075,0.667302192564347,0.574634146341463,0,0.4
"115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.583617747440273,0.0146793716198815,0.690207156308851,0.745283018867924,0.656816015252622,0.626341463414634,0,0.336585365853659
"116",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.568259385665529,0.0148081380375998,0.706214689265537,0.711320754716981,0.720686367969495,0.6,0,0.51219512195122
"117",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.703071672354951,0.0149369044553181,0.641242937853107,0.626415094339623,0.652049571020019,0.559024390243902,0,0.521951219512195
"118",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.715017064846415,0.0150656708730363,0.705273069679849,0.745283018867924,0.696854146806482,0.55609756097561,0,0.673170731707317
"119",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.592150170648464,0.0151944372907546,0.794726930320151,0.840566037735849,0.753098188751192,0.589268292682927,0,0.51219512195122
"120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.45221843003413,0.0153232037084728,0.837099811676083,0.819811320754717,0.828408007626311,0.748292682926829,0,0.648780487804878
"121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.435153583617748,0.0154519701261911,0.831450094161958,0.800943396226415,0.819828408007626,0.750243902439024,0,0.624390243902439
"122",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.52047781569966,0.0155807365439093,0.847457627118644,0.840566037735849,0.838894184938036,0.737560975609756,0,0.653658536585366
"123",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.583617747440273,0.0157095029616276,0.693973634651601,0.811320754716981,0.715919923736892,0.72,0,0.68780487804878
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.593856655290103,0.0158382693793459,0.666666666666667,0.65,0.696854146806482,0.712195121951219,0,0.741463414634146
"125",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.539249146757678,0.0159670357970641,0.73728813559322,0.755660377358491,0.742612011439466,0.652682926829268,0,0.678048780487805
"126",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.508532423208191,0.0160958022147824,0.743879472693032,0.677358490566038,0.806482364156339,0.810731707317073,0,0.497560975609756
"127",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.575085324232082,0.0162245686325006,0.727871939736346,0.745283018867924,0.686367969494757,0.662439024390244,0,0.395121951219512
"128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.551194539249147,0.0163533350502189,0.774011299435028,0.79622641509434,0.755004766444233,0.686829268292683,0,0.517073170731707
"129",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.459044368600683,0.0164821014679372,0.811676082862524,0.830188679245283,0.791229742612011,0.72,0,0.507317073170732
"130",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.447098976109215,0.0166108678856554,0.703389830508475,0.711320754716981,0.669208770257388,0.776585365853658,0,0.458536585365854
"131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.63481228668942,0.0167396343033737,0.597928436911488,0.558490566037736,0.617731172545281,0.561951219512195,0,0.590243902439024
"132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.668941979522186,0.0168684007210919,0.62241054613936,0.660377358490566,0.600571973307912,0.542439024390244,0,0.668292682926829
"133",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.564846416382252,0.0169971671388102,0.674199623352166,0.660377358490566,0.696854146806482,0.628292682926829,0,0.51219512195122
