"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","temp","dewp","max","min","NUM_REPORTS"
"174",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,66.3,61.6,82.9,63,133
"175",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66.5,54,77,59,112
"176",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70,51.7,81,57.9,160
"177",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,70.6,63,81,57.9,121
"178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,70.7,62.3,80.1,64.9,132
"179",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62.6,53.7,80.1,59,111
"180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62.8,54,70,55.4,106
"181",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,54,77,55.9,110
"182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72.2,56.2,84,61,160
"183",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78.4,65.7,88,64.9,123
"184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69,57.5,88,59,105
"185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62.5,50.6,73.9,59,101
"186",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66.3,57.4,73.9,59,89
"187",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71.5,57,82,61,91
"188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,73.7,57.2,82,63,155
"189",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75,65.4,82.9,64.9,155
"190",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78,67.6,88,69.1,99
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,78,66.1,88,70,109
"192",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68.2,52.4,84,62.1,97
"193",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,69.4,57.2,79,62.1,110
"194",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,70.8,93,63,125
"195",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82.5,70.8,93,73.9,158
"196",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82.1,68.8,93,75.9,167
"197",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77.6,61.5,89.1,68,129
"198",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77.1,57.7,89.1,68,137
"199",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75.9,54.3,84,66.9,126
"200",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,77.7,56,86,66.9,143
"201",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79.2,59.2,87.1,66.9,120
"202",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80.8,66.7,91.9,69.1,127
"203",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77.4,64.7,91.9,71.1,169
"204",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80.3,64.2,90,71.1,132
"205",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82.9,66.1,93.9,71.1,116
"206",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83.3,65.7,93.9,73.9,119
"207",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80,54.5,90,69.1,136
"208",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80.7,55.8,90,69.1,114
"209",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.2,52.9,90,66,180
"210",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.5,64.6,95,66,157
"211",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.8,59,95,68,112
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,53.2,84,64,116
"213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.6,56.5,84,64,117
