"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","year","dayindex","temp","dewp","min","max","NUM_REPORTS"
"5175",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.855166374781086,0.775665399239544,0.777222777222777,0.778425655976676,0.783018867924528,0.111111111111111
"5176",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.855341506129597,0.824144486692015,0.87012987012987,0.835762876579203,0.792452830188679,0.111111111111111
"5177",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.855516637478109,0.872623574144487,0.844155844155844,0.87463556851312,0.867924528301887,0
"5178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.85569176882662,0.859315589353612,0.891108891108891,0.865889212827988,0.867924528301887,0
"5179",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.855866900175131,0.865019011406844,0.891108891108891,0.885325558794946,0.877358490566038,0.111111111111111
"5180",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.856042031523643,0.883079847908745,0.901098901098901,0.894071914480078,0.840566037735849,0.222222222222222
"5181",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.856217162872154,0.864068441064639,0.884115884115884,0.894071914480078,0.859433962264151,0.111111111111111
"5182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.856392294220666,0.925855513307985,0.933066933066933,0.942662779397473,0.885849056603774,0.222222222222222
"5183",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.856567425569177,0.85361216730038,0.925074925074925,0.885325558794946,0.830188679245283,0
"5184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.856742556917688,0.86787072243346,0.918081918081918,0.87463556851312,0.877358490566038,0
"5185",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.8569176882662,0.905893536121673,0.936063936063936,0.931972789115646,0.885849056603774,0.222222222222222
"5186",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.857092819614711,0.880228136882129,0.917082917082917,0.903790087463557,0.859433962264151,0
"5187",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.857267950963222,0.803231939163498,0.818181818181818,0.844509232264334,0.764150943396226,0
"5188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.857443082311734,0.848859315589354,0.818181818181818,0.844509232264334,0.859433962264151,0
"5189",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.857618213660245,0.82319391634981,0.795204795204795,0.797862001943635,0.840566037735849,0.222222222222222
"5190",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.857793345008757,0.902091254752852,0.875124875124875,0.903790087463557,0.904716981132076,0.666666666666667
"5191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.857968476357268,0.881178707224335,0.879120879120879,0.903790087463557,0.867924528301887,0.222222222222222
"5192",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.858143607705779,0.856463878326996,0.917082917082917,0.894071914480078,0.830188679245283,0
"5193",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.858318739054291,0.871673003802281,0.956043956043956,0.885325558794946,0.849056603773585,0.111111111111111
"5194",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.858493870402802,0.94106463878327,1,0.98153547133139,0.915094339622642,0
"5195",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.858669001751313,0.936311787072243,0.979020979020979,0.931972789115646,0.933962264150943,0
"5196",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0.858844133099825,0.802281368821293,0.778221778221778,0.855199222546161,0.734905660377358,0.111111111111111
"5197",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.859019264448336,0.791825095057034,0.769230769230769,0.797862001943635,0.783018867924528,0
"5198",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.859194395796848,0.800380228136882,0.76023976023976,0.797862001943635,0.774528301886792,0
"5199",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.859369527145359,0.82509505703422,0.754245754245754,0.806608357628766,0.830188679245283,0.111111111111111
"5200",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.85954465849387,0.847908745247148,0.825174825174825,0.855199222546161,0.830188679245283,0.111111111111111
"5201",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.859719789842382,0.881178707224335,0.862137862137862,0.894071914480078,0.859433962264151,0.444444444444444
"5202",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.859894921190893,0.893536121673004,0.884115884115884,0.903790087463557,0.867924528301887,0
"5203",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.860070052539405,0.787072243346008,0.782217782217782,0.806608357628766,0.734905660377358,0
"5204",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.860245183887916,0.824144486692015,0.793206793206793,0.806608357628766,0.792452830188679,0
"5205",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.860420315236427,0.846007604562738,0.823176823176823,0.816326530612245,0.859433962264151,0.222222222222222
"5206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.860595446584939,0.873574144486692,0.843156843156843,0.903790087463557,0.830188679245283,0.111111111111111
"5207",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0.86077057793345,0.880228136882129,0.874125874125874,0.885325558794946,0.877358490566038,0.111111111111111
"5208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.860945709281961,0.858365019011407,0.855144855144855,0.855199222546161,0.849056603773585,0.111111111111111
"5209",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.861120840630473,0.831749049429658,0.789210789210789,0.844509232264334,0.830188679245283,0.444444444444444
"5210",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.861295971978984,0.838403041825095,0.828171828171828,0.865889212827988,0.811320754716981,0
"5211",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0.861471103327496,0.85361216730038,0.937062937062937,0.912536443148688,0.800943396226415,0
"5212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.861646234676007,0.820342205323194,0.894105894105894,0.835762876579203,0.811320754716981,0
"5213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.861821366024518,0.798479087452471,0.842157842157842,0.825072886297376,0.755660377358491,0
"5214",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.86199649737303,0.814638783269962,0.846153846153846,0.825072886297376,0.819811320754717,0.111111111111111
"5215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.862171628721541,0.828897338403042,0.901098901098901,0.865889212827988,0.792452830188679,0
"5216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.862346760070053,0.832699619771863,0.913086913086913,0.865889212827988,0.800943396226415,0.111111111111111
"5217",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0.862521891418564,0.858365019011407,0.905094905094905,0.885325558794946,0.819811320754717,0
"5218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.862697022767075,0.840304182509506,0.934065934065934,0.885325558794946,0.783018867924528,0.111111111111111
"5219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.862872154115587,0.82509505703422,0.843156843156843,0.865889212827988,0.755660377358491,0
"5220",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.863047285464098,0.789923954372624,0.755244755244755,0.835762876579203,0.726415094339623,0.111111111111111
"5221",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.863222416812609,0.77851711026616,0.744255744255744,0.806608357628766,0.716037735849057,0.333333333333333
"5222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857142857142857,0.863397548161121,0.784220532319392,0.752247752247752,0.797862001943635,0.755660377358491,0.222222222222222
"5223",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0.863572679509632,0.805133079847909,0.862137862137862,0.835762876579203,0.755660377358491,0
"5224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857142857142857,0.863747810858144,0.811787072243346,0.854145854145854,0.835762876579203,0.783018867924528,0.111111111111111
"5225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.857142857142857,0.863922942206655,0.78041825095057,0.746253746253746,0.778425655976676,0.745283018867924,0.111111111111111
"5226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0.864098073555166,0.798479087452471,0.795204795204795,0.778425655976676,0.830188679245283,0.222222222222222
